facility,unit,component,json_file,filename,region,old_label,new_label
Waterval,Images/Waterval (Top),clarifier,Waterval Clarifiers Top.json,Waterval 08_2021.jpg,2,Dysfunctional,Scum
Waterval,Images/Waterval (Top),clarifier,Waterval Clarifiers Top.json,Waterval 09_2015.jpg,1,Dysfunctional,Scum
Waterval,Images/Waterval (Top),clarifier,Waterval Clarifiers Top.json,Waterval 09_2015.jpg,2,Dysfunctional,Scum
Waterval,Images/Waterval (Top),clarifier,Waterval Clarifiers Top.json,Waterval 09_2015.jpg,3,Dysfunctional,Functional
Waterval,Images/Waterval (Top),clarifier,Waterval Clarifiers Top.json,Waterval 09_2017.jpg,0,Dysfunctional,Scum
Waterval,Images/Waterval (Top),clarifier,Waterval Clarifiers Top.json,Waterval 09_2017.jpg,2,Dysfunctional,Scum
Waterval,Images/Waterval (Top),clarifier,Waterval Clarifiers Top.json,Waterval 12_2018.jpg,0,Dysfunctional,Scum
Waterval,Images/Waterval (Top),clarifier,Waterval Clarifiers Top.json,Waterval 12_2018.jpg,1,Dysfunctional,Scum
Waterval,Images/Waterval (Top),clarifier,Waterval Clarifiers Top.json,Waterval 12_2018.jpg,2,Dysfunctional,Scum
Waterval,Images/Waterval (Top),clarifier,Waterval Clarifiers Top.json,Waterval 12_2018.jpg,3,Dysfunctional,Scum
Waterval,Images/Waterval (Bottom),clarifier,Waterval Clarifiers Bottom.json,Waterval 08_2019.jpg,3,Scum,Functional
Waterval,Images/Waterval (Bottom),clarifier,Waterval Clarifiers Bottom.json,Waterval 12_2018.jpg,3,Scum,Functional
Fisantekraal,Images,clarifier,Fisantekraal Clarifiers.json,Fisantekraal 2014_10.jpg,3,Scum,Functional
Fisantekraal,Images,clarifier,Fisantekraal Clarifiers.json,Fisantekraal 2015_12.jpg,3,Scum,Functional
Fisantekraal,Images,clarifier,Fisantekraal Clarifiers.json,Fisantekraal 2018_04.jpg,0,Scum,Functional
Fisantekraal,Images,clarifier,Fisantekraal Clarifiers.json,Fisantekraal 2018_04.jpg,3,Scum,Functional
Fisantekraal,Images,clarifier,Fisantekraal Clarifiers.json,Fisantekraal 2019_04.jpg,3,Dysfunctional,Empty
Fisantekraal,Images,clarifier,Fisantekraal Clarifiers.json,Fisantekraal 2020_04.jpg,1,Scum,Dysfunctional
Fisantekraal,Images,clarifier,Fisantekraal Clarifiers.json,Fisantekraal 2020_04.jpg,3,Functional,Scum
Fisantekraal,Images,clarifier,Fisantekraal Clarifiers.json,Fisantekraal 2021_04.jpg,2,Dysfunctional,Scum
Fisantekraal,Images,clarifier,Fisantekraal Clarifiers.json,Fisantekraal 2025_02.jpg,2,Scum,Functional
NoordelikeWerke,Images,clarifier,Noordelike Werke Clarifiers.json,Northern Works 2010 09.jpg,2,Functional,Scum
NoordelikeWerke,Images,clarifier,Noordelike Werke Clarifiers.json,Northern Works 2010 09.jpg,8,Functional,Scum
NoordelikeWerke,Images,clarifier,Noordelike Werke Clarifiers.json,Northern Works 2011 07.jpg,6,Dysfunctional,Empty
NoordelikeWerke,Images,clarifier,Noordelike Werke Clarifiers.json,Northern Works 2011 07.jpg,8,Dysfunctional,Empty
NoordelikeWerke,Images,clarifier,Noordelike Werke Clarifiers.json,Northern Works 2012 04.jpg,8,Scum,Functional
NoordelikeWerke,Images,clarifier,Noordelike Werke Clarifiers.json,Northern Works 2012 06.jpg,4,Scum,Dysfunctional
NoordelikeWerke,Images,clarifier,Noordelike Werke Clarifiers.json,Northern Works 2012 12.jpg,1,Functional,Scum
NoordelikeWerke,Images,clarifier,Noordelike Werke Clarifiers.json,Northern Works 2013 10.jpg,2,Functional,Scum
NoordelikeWerke,Images,clarifier,Noordelike Werke Clarifiers.json,Northern Works 2013 10.jpg,5,Functional,Scum
NoordelikeWerke,Images,clarifier,Noordelike Werke Clarifiers.json,Northern Works 2014 05.jpg,4,Functional,Scum
NoordelikeWerke,Images,clarifier,Noordelike Werke Clarifiers.json,Northern Works 2015 06.jpg,7,Functional,Scum
NoordelikeWerke,Images,clarifier,Noordelike Werke Clarifiers.json,Northern Works 2015 07.jpg,6,Scum,Dysfunctional
NoordelikeWerke,Images,clarifier,Noordelike Werke Clarifiers.json,Northern Works 2015 08.jpg,1,Functional,Scum
NoordelikeWerke,Images,clarifier,Noordelike Werke Clarifiers.json,Northern Works 2015 09.jpg,0,Functional,Scum
NoordelikeWerke,Images,clarifier,Noordelike Werke Clarifiers.json,Northern Works 2015 09.jpg,1,Functional,Scum
NoordelikeWerke,Images,clarifier,Noordelike Werke Clarifiers.json,Northern Works 2015 09.jpg,3,Scum,Dysfunctional
NoordelikeWerke,Images,clarifier,Noordelike Werke Clarifiers.json,Northern Works 2015 10.jpg,1,Scum,Dysfunctional
NoordelikeWerke,Images,clarifier,Noordelike Werke Clarifiers.json,Northern Works 2015 10.jpg,5,Functional,Scum
NoordelikeWerke,Images,clarifier,Noordelike Werke Clarifiers.json,Northern Works 2016 05.jpg,8,Functional,Scum
NoordelikeWerke,Images,clarifier,Noordelike Werke Clarifiers.json,Northern Works 2016 09.jpg,6,Scum,Dysfunctional
NoordelikeWerke,Images,clarifier,Noordelike Werke Clarifiers.json,Northern Works 2017 05.jpg,6,Scum,Dysfunctional
NoordelikeWerke,Images,clarifier,Noordelike Werke Clarifiers.json,Northern Works 2018 03.jpg,0,Scum,Functional
NoordelikeWerke,Images,clarifier,Noordelike Werke Clarifiers.json,Northern Works 2018 12.jpg,0,Scum,Dysfunctional
NoordelikeWerke,Images,clarifier,Noordelike Werke Clarifiers.json,Northern Works 2019 04.jpg,2,Scum,Empty
NoordelikeWerke,Images,clarifier,Noordelike Werke Clarifiers.json,Northern Works 2019 04.jpg,3,Scum,Empty
NoordelikeWerke,Images,clarifier,Noordelike Werke Clarifiers.json,Northern Works 2019 04.jpg,6,Functional,Scum
NoordelikeWerke,Images,clarifier,Noordelike Werke Clarifiers.json,Northern Works 2019 07.jpg,2,Functional,Dysfunctional
NoordelikeWerke,Images,clarifier,Noordelike Werke Clarifiers.json,Northern Works 2020 04.jpg,0,Functional,Dysfunctional
NoordelikeWerke,Images,clarifier,Noordelike Werke Clarifiers.json,Northern Works 2020 04.jpg,3,Functional,Dysfunctional
NoordelikeWerke,Images,clarifier,Noordelike Werke Clarifiers.json,Northern Works 2020 04.jpg,4,Functional,Dysfunctional
NoordelikeWerke,Images,clarifier,Noordelike Werke Clarifiers.json,Northern Works 2020 04.jpg,5,Functional,Dysfunctional
NoordelikeWerke,Images,clarifier,Noordelike Werke Clarifiers.json,Northern Works 2020 04.jpg,8,Functional,Dysfunctional
NoordelikeWerke,Images,clarifier,Noordelike Werke Clarifiers.json,Northern Works 2020 05.jpg,0,Functional,Scum
NoordelikeWerke,Images,clarifier,Noordelike Werke Clarifiers.json,Northern Works 2020 06.jpg,0,Functional,Scum
NoordelikeWerke,Images,clarifier,Noordelike Werke Clarifiers.json,Northern Works 2021 03.jpg,0,Functional,Scum
NoordelikeWerke,Images,clarifier,Noordelike Werke Clarifiers.json,Northern Works 2021 03.jpg,1,Functional,Dysfunctional
NoordelikeWerke,Images,clarifier,Noordelike Werke Clarifiers.json,Northern Works 2021 03.jpg,2,Functional,Empty
NoordelikeWerke,Images,clarifier,Noordelike Werke Clarifiers.json,Northern Works 2021 03.jpg,3,Functional,Scum
NoordelikeWerke,Images,clarifier,Noordelike Werke Clarifiers.json,Northern Works 2021 03.jpg,4,Functional,Scum
NoordelikeWerke,Images,clarifier,Noordelike Werke Clarifiers.json,Northern Works 2021 03.jpg,5,Functional,Dysfunctional
NoordelikeWerke,Images,clarifier,Noordelike Werke Clarifiers.json,Northern Works 2021 04.jpg,0,Functional,Scum
NoordelikeWerke,Images,clarifier,Noordelike Werke Clarifiers.json,Northern Works 2021 07.jpg,0,Functional,Scum
NoordelikeWerke,Images,clarifier,Noordelike Werke Clarifiers.json,Northern Works 2021 08.jpg,0,Functional,Scum
NoordelikeWerke,Images,clarifier,Noordelike Werke Clarifiers.json,Northern Works 2021 08.jpg,1,Functional,Scum
NoordelikeWerke,Images,clarifier,Noordelike Werke Clarifiers.json,Northern Works 2021 08.jpg,7,Functional,Scum
NoordelikeWerke,Images,clarifier,Noordelike Werke Clarifiers.json,Northern Works 2022 05.jpg,0,Functional,Scum
NoordelikeWerke,Images,clarifier,Noordelike Werke Clarifiers.json,Northern Works 2025 03.jpg,3,Functional,Scum
NoordelikeWerke,Images,clarifier,Noordelike Werke Clarifiers.json,Northern Works 2025 05.jpg,7,Functional,Scum
